web-scraper-order,web-scraper-start-url,schoollınk,schoollınk-href,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,headıng,Stats
"1548678743-5485","https://matokeo.necta.go.tz/csee/csee.htm","P1227 MISASI  CENTRE","https://matokeo.necta.go.tz/csee/results/p1227.htm","P1227/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'","P1227 MISASI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 8;  DIV-0 = 2"
"1548656495-99","https://matokeo.necta.go.tz/csee/csee.htm","S5384 BUJULA","https://matokeo.necta.go.tz/csee/results/s5384.htm","S5384/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S5384 BUJULA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 4;  DIV-IV = 18;  DIV-0 = 9"
"1548661607-1392","https://matokeo.necta.go.tz/csee/csee.htm","S3908 CHWAKA","https://matokeo.necta.go.tz/csee/results/s3908.htm","S3908/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'D'   ENGL - 'F'   ARABIC LANGUAGE - 'F'   BIO - 'F'   B/MATH - 'F'","S3908 CHWAKA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 33;  DIV-0 = 13"
"1548671515-3670","https://matokeo.necta.go.tz/csee/csee.htm","S1526 CONSOLATA","https://matokeo.necta.go.tz/csee/results/s1526.htm","S1526/0001","F","15","I","CIV - 'C'   HIST - 'B'   GEO - 'C'   B/KNOWL - 'A'   KISW - 'C'   ENGL - 'A'   PHY - 'C'   CHEM - 'C'   BIO - 'B'   B/MATH - 'C'","S1526 CONSOLATA SECONDARY SCHOOL","DIV-I = 10;  DIV-II = 27;  DIV-III = 24;  DIV-IV = 1;  DIV-0 = 0"
"1548658002-466","https://matokeo.necta.go.tz/csee/csee.htm","S4961 MTONI MORO","https://matokeo.necta.go.tz/csee/results/s4961.htm","S4961/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'D'   ENGL - 'C'   LIT ENG - 'F'   BIO - 'D'   B/MATH - 'F'   THEATRE ART - 'D'","S4961 MTONI MORO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 8;  DIV-IV = 30;  DIV-0 = 10"
"1548657645-395","https://matokeo.necta.go.tz/csee/csee.htm","S5038 MWL TUTUBA","https://matokeo.necta.go.tz/csee/results/s5038.htm","S5038/0001","F","30","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S5038 MWL TUTUBA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 5;  DIV-III = 16;  DIV-IV = 11;  DIV-0 = 1"
"1548664215-2015","https://matokeo.necta.go.tz/csee/csee.htm","S3255 TAE","https://matokeo.necta.go.tz/csee/results/s3255.htm","S3255/0001","F","30","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S3255 TAE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 4;  DIV-IV = 17;  DIV-0 = 31"
"1548668928-3063","https://matokeo.necta.go.tz/csee/csee.htm","S2169 KISEMU","https://matokeo.necta.go.tz/csee/results/s2169.htm","S2169/0001","F","29","IV","CIV - 'F'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'F'   BIO - 'D'   B/MATH - 'F'","S2169 KISEMU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 9;  DIV-IV = 23;  DIV-0 = 12"
"1548656957-247","https://matokeo.necta.go.tz/csee/csee.htm","S5209 ST CLARA","https://matokeo.necta.go.tz/csee/results/s5209.htm","S5209/0001","F","18","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'B'   ENGL - 'C'   PHY - 'D'   CHEM - 'B'   BIO - 'B'   B/MATH - 'D'","S5209 ST CLARA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 8;  DIV-III = 19;  DIV-IV = 10;  DIV-0 = 0"
"1548678981-5581","https://matokeo.necta.go.tz/csee/csee.htm","P0936 KALIUA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0936.htm","P0936/0001","F","-","0","HIST - 'F'   GEO - 'F'   ENGL - 'F'   LIT ENG - 'F'","P0936 KALIUA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 44;  DIV-0 = 16"
"1548678717-5473","https://matokeo.necta.go.tz/csee/csee.htm","P1258 TUMATI  CENTRE","https://matokeo.necta.go.tz/csee/results/p1258.htm","P1258/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'X'   CHEM - 'F'   BIO - 'F'","P1258 TUMATI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 2;  DIV-III = 14;  DIV-IV = 53;  DIV-0 = 7"
"1548663261-1789","https://matokeo.necta.go.tz/csee/csee.htm","S3482 MWENYEHERI ANUARITE","https://matokeo.necta.go.tz/csee/results/s3482.htm","S3482/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   B/KNOWL - 'C'   KISW - 'C'   ENGL - 'C'   BIO - 'C'   B/MATH - 'F'","S3482 MWENYEHERI ANUARITE SECONDARY SCHOOL","DIV-I = 25;  DIV-II = 35;  DIV-III = 38;  DIV-IV = 8;  DIV-0 = 0"
"1548661679-1420","https://matokeo.necta.go.tz/csee/csee.htm","S3877 CHIEF NTINGINYA","https://matokeo.necta.go.tz/csee/results/s3877.htm","S3877/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   BIO - 'D'   B/MATH - 'F'   COMM - 'D'   B/KEEPING - 'F'","S3877 CHIEF NTINGINYA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 10;  DIV-IV = 71;  DIV-0 = 13"
"1548673983-4222","https://matokeo.necta.go.tz/csee/csee.htm","S0905 SONI","https://matokeo.necta.go.tz/csee/results/s0905.htm","S0905/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S0905 SONI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 9;  DIV-IV = 52;  DIV-0 = 19"
"1548675743-4574","https://matokeo.necta.go.tz/csee/csee.htm","S0504 MRIKE","https://matokeo.necta.go.tz/csee/results/s0504.htm","S0504/0001","F","18","II","CIV - 'C'   HIST - 'D'   GEO - 'C'   KISW - 'B'   ENGL - 'B'   LIT ENG - 'B'   PHY - 'F'   CHEM - 'C'   BIO - 'C'   B/MATH - 'F'","S0504 MRIKE SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 24;  DIV-III = 36;  DIV-IV = 23;  DIV-0 = 1"
"1548673028-4012","https://matokeo.necta.go.tz/csee/csee.htm","S1143 BUTIMBA DAY","https://matokeo.necta.go.tz/csee/results/s1143.htm","S1143/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   PHY EDU - 'F'   KISW - 'D'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S1143 BUTIMBA DAY SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 17;  DIV-IV = 73;  DIV-0 = 29"
"1548669354-3178","https://matokeo.necta.go.tz/csee/csee.htm","S2052 MCHOMBE","https://matokeo.necta.go.tz/csee/results/s2052.htm","S2052/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2052 MCHOMBE SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 7;  DIV-IV = 27;  DIV-0 = 7"
"1548670573-3454","https://matokeo.necta.go.tz/csee/csee.htm","S1756 CENTRAL BUHONGWA","https://matokeo.necta.go.tz/csee/results/s1756.htm","S1756/0001","F","24","III","CIV - 'C'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'B'   CHEM - 'D'   BIO - 'D'   B/MATH - 'D'","S1756 CENTRAL BUHONGWA SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 14;  DIV-III = 39;  DIV-IV = 13;  DIV-0 = 0"
"1548662620-1653","https://matokeo.necta.go.tz/csee/csee.htm","S3623 ST. VICENT","https://matokeo.necta.go.tz/csee/results/s3623.htm","S3623/0001","F","24","III","CIV - 'C'   HIST - 'C'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'D'   BIO - 'D'   B/MATH - 'D'","S3623 ST. VICENT SECONDARY SCHOOL","DIV-I = 12;  DIV-II = 21;  DIV-III = 18;  DIV-IV = 4;  DIV-0 = 0"
"1548670894-3522","https://matokeo.necta.go.tz/csee/csee.htm","S1688 BAHARI BEACH","https://matokeo.necta.go.tz/csee/results/s1688.htm","S1688/0001","F","33","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S1688 BAHARI BEACH SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 11;  DIV-IV = 63;  DIV-0 = 19"
"1548659564-799","https://matokeo.necta.go.tz/csee/csee.htm","S4564 PADRE PIO","https://matokeo.necta.go.tz/csee/results/s4564.htm","S4564/0001","F","20","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   B/KNOWL - 'C'   KISW - 'B'   ENGL - 'C'   BIO - 'C'   B/MATH - 'D'","S4564 PADRE PIO SECONDARY SCHOOL","DIV-I = 30;  DIV-II = 38;  DIV-III = 9;  DIV-IV = 2;  DIV-0 = 0"
"1548675295-4486","https://matokeo.necta.go.tz/csee/csee.htm","S0608 NANYAMBA","https://matokeo.necta.go.tz/csee/results/s0608.htm","S0608/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   BIO - 'X'   B/MATH - 'X'","S0608 NANYAMBA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 9;  DIV-IV = 62;  DIV-0 = 29"
"1548660857-1095","https://matokeo.necta.go.tz/csee/csee.htm","S4225 ITABA","https://matokeo.necta.go.tz/csee/results/s4225.htm","S4225/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S4225 ITABA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 21;  DIV-IV = 26;  DIV-0 = 10"
"1548660792-1072","https://matokeo.necta.go.tz/csee/csee.htm","S4250 KUSINI","https://matokeo.necta.go.tz/csee/results/s4250.htm","S4250/0001","F","34","0","CIV - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'F'   ARABIC LANGUAGE - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4250 KUSINI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 4;  DIV-IV = 31;  DIV-0 = 32"
"1548666867-2587","https://matokeo.necta.go.tz/csee/csee.htm","S2674 LUKANGAO","https://matokeo.necta.go.tz/csee/results/s2674.htm","S2674/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S2674 LUKANGAO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 5;  DIV-IV = 34;  DIV-0 = 8"
"1548657380-339","https://matokeo.necta.go.tz/csee/csee.htm","S5102 IGOSI","https://matokeo.necta.go.tz/csee/results/s5102.htm","S5102/0001","F","30","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S5102 IGOSI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 2;  DIV-IV = 26;  DIV-0 = 2"
"1548665103-2195","https://matokeo.necta.go.tz/csee/csee.htm","S3071 IWA","https://matokeo.necta.go.tz/csee/results/s3071.htm","S3071/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S3071 IWA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 6;  DIV-IV = 42;  DIV-0 = 17"
"1548670930-3531","https://matokeo.necta.go.tz/csee/csee.htm","S1679 PWAGA","https://matokeo.necta.go.tz/csee/results/s1679.htm","S1679/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1679 PWAGA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 14;  DIV-IV = 43;  DIV-0 = 24"
"1548665477-2285","https://matokeo.necta.go.tz/csee/csee.htm","S2980 IKUNGULIPU","https://matokeo.necta.go.tz/csee/results/s2980.htm","S2980/0001","F","25","III","CIV - 'D'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   BIO - 'D'   COMP STUD - 'D'   B/MATH - 'D'","S2980 IKUNGULIPU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 7;  DIV-IV = 9;  DIV-0 = 2"
"1548662308-1588","https://matokeo.necta.go.tz/csee/csee.htm","S3696 MMULUNGA","https://matokeo.necta.go.tz/csee/results/s3696.htm","S3696/0001","F","32","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S3696 MMULUNGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 30;  DIV-0 = 12"
"1548662862-1710","https://matokeo.necta.go.tz/csee/csee.htm","S3563 KIMOLO","https://matokeo.necta.go.tz/csee/results/s3563.htm","S3563/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   BIO - 'X'   B/MATH - 'X'","S3563 KIMOLO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 3;  DIV-IV = 21;  DIV-0 = 6"
"1548660412-985","https://matokeo.necta.go.tz/csee/csee.htm","S4357 MLIMANI SUMAWE","https://matokeo.necta.go.tz/csee/results/s4357.htm","S4357/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'F'   B/MATH - 'F'","S4357 MLIMANI SUMAWE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 12;  DIV-III = 25;  DIV-IV = 46;  DIV-0 = 39"
"1548677895-5130","https://matokeo.necta.go.tz/csee/csee.htm","P3553 KOMBENI  CENTRE","https://matokeo.necta.go.tz/csee/results/p3553.htm","P3553/0001","F","-","ABS","CIV - 'X'   GEO - 'X'   E/D/KIISLAMU - 'X'   KISW - 'X'   ENGL - 'X'   ARABIC LANGUAGE - 'X'   PHY - 'X'   CHEM - 'X'   BIO - 'X'   B/MATH - 'X'","P3553 KOMBENI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 14;  DIV-0 = 22"
"1548660081-915","https://matokeo.necta.go.tz/csee/csee.htm","S4435 LUMBIJI","https://matokeo.necta.go.tz/csee/results/s4435.htm","S4435/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S4435 LUMBIJI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 0;  DIV-IV = 8;  DIV-0 = 3"
"1548678368-5331","https://matokeo.necta.go.tz/csee/csee.htm","P1626 MARIADO  CENTRE","https://matokeo.necta.go.tz/csee/results/p1626.htm","P1626/0001","F","-","IV","GEO - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","P1626 MARIADO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 8;  DIV-0 = 4"
"1548677435-4966","https://matokeo.necta.go.tz/csee/csee.htm","P4806 UBAGO  CENTRE","https://matokeo.necta.go.tz/csee/results/p4806.htm","P4806/0001","F","-","ABS","CIV - 'X'   GEO - 'X'   ENGL - 'X'   BIO - 'X'","P4806 UBAGO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 27;  DIV-0 = 46"
"1548678945-5568","https://matokeo.necta.go.tz/csee/csee.htm","P0978 DIGODIGO  CENTRE","https://matokeo.necta.go.tz/csee/results/p0978.htm","P0978/0001","F","-","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   ENGL - 'D'   BIO - 'F'   B/MATH - 'X'","P0978 DIGODIGO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 4;  DIV-0 = 3"
"1548676583-4746","https://matokeo.necta.go.tz/csee/csee.htm","S0269 ANWARITE GIRLS'","https://matokeo.necta.go.tz/csee/results/s0269.htm","S0269/0001","F","16","I","CIV - 'C'   HIST - 'B'   GEO - 'C'   B/KNOWL - 'B'   KISW - 'C'   ENGL - 'A'   LIT ENG - 'C'   BIO - 'B'   B/MATH - 'D'","S0269 ANWARITE GIRLS' SECONDARY SCHOOL","DIV-I = 69;  DIV-II = 9;  DIV-III = 0;  DIV-IV = 0;  DIV-0 = 0"
"1548666753-2561","https://matokeo.necta.go.tz/csee/csee.htm","S2700 MAZOMBE","https://matokeo.necta.go.tz/csee/results/s2700.htm","S2700/0001","F","24","III","CIV - 'D'   HIST - 'C'   GEO - 'D'   KISW - 'B'   ENGL - 'C'   LIT ENG - 'D'   BIO - 'D'   B/MATH - 'F'","S2700 MAZOMBE SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 4;  DIV-III = 6;  DIV-IV = 39;  DIV-0 = 10"
"1548663825-1918","https://matokeo.necta.go.tz/csee/csee.htm","S3352 NDALA","https://matokeo.necta.go.tz/csee/results/s3352.htm","S3352/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   LIT ENG - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S3352 NDALA SECONDARY SCHOOL","DIV-I = 5;  DIV-II = 7;  DIV-III = 7;  DIV-IV = 18;  DIV-0 = 3"
"1548678854-5531","https://matokeo.necta.go.tz/csee/csee.htm","P1084 VUMA  CENTRE","https://matokeo.necta.go.tz/csee/results/p1084.htm","P1084/0001","F","35","0","CIV - 'F'   GEO - 'F'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","P1084 VUMA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 3;  DIV-0 = 3"
"1548676011-4627","https://matokeo.necta.go.tz/csee/csee.htm","S0441 KILWA","https://matokeo.necta.go.tz/csee/results/s0441.htm","S0441/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S0441 KILWA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 9;  DIV-III = 10;  DIV-IV = 40;  DIV-0 = 64"
"1548677307-4928","https://matokeo.necta.go.tz/csee/csee.htm","P5151 FARAJA  CENTRE","https://matokeo.necta.go.tz/csee/results/p5151.htm","P5151/0001","F","33","IV","CIV - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'C'   ENGL - 'F'   ARABIC LANGUAGE - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","P5151 FARAJA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 3;  DIV-IV = 39;  DIV-0 = 61"
"1548663992-1964","https://matokeo.necta.go.tz/csee/csee.htm","S3306 UDORO","https://matokeo.necta.go.tz/csee/results/s3306.htm","S3306/0001","F","33","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S3306 UDORO SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 12;  DIV-IV = 37;  DIV-0 = 22"
"1548662352-1597","https://matokeo.necta.go.tz/csee/csee.htm","S3686 MWAMASHIMBA","https://matokeo.necta.go.tz/csee/results/s3686.htm","S3686/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   BIO - 'X'   B/MATH - 'X'","S3686 MWAMASHIMBA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 7;  DIV-IV = 19;  DIV-0 = 4"
"1548678261-5285","https://matokeo.necta.go.tz/csee/csee.htm","P1872 IRINGA T.E.W.W. CENTRE","https://matokeo.necta.go.tz/csee/results/p1872.htm","P1872/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","P1872 IRINGA T.E.W.W. CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 10;  DIV-IV = 133;  DIV-0 = 43"
"1548661880-1494","https://matokeo.necta.go.tz/csee/csee.htm","S3799 TEMBONI GVT.","https://matokeo.necta.go.tz/csee/results/s3799.htm","S3799/0001","F","30","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'D'   COMM - 'F'   B/KEEPING - 'F'","S3799 TEMBONI GVT. SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 11;  DIV-III = 12;  DIV-IV = 87;  DIV-0 = 73"
"1548670014-3327","https://matokeo.necta.go.tz/csee/csee.htm","S1896 MINGUMBI","https://matokeo.necta.go.tz/csee/results/s1896.htm","S1896/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1896 MINGUMBI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 2;  DIV-IV = 21;  DIV-0 = 12"
"1548665790-2352","https://matokeo.necta.go.tz/csee/csee.htm","S2913 MANG'OLA","https://matokeo.necta.go.tz/csee/results/s2913.htm","S2913/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2913 MANG'OLA  SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 8;  DIV-III = 16;  DIV-IV = 54;  DIV-0 = 16"
"1548666917-2597","https://matokeo.necta.go.tz/csee/csee.htm","S2663 BULIGE","https://matokeo.necta.go.tz/csee/results/s2663.htm","S2663/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2663 BULIGE SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 8;  DIV-III = 8;  DIV-IV = 29;  DIV-0 = 12"
"1548661552-1370","https://matokeo.necta.go.tz/csee/csee.htm","S3930 TEULE","https://matokeo.necta.go.tz/csee/results/s3930.htm","S3930/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   FREN - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S3930 TEULE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 11;  DIV-IV = 43;  DIV-0 = 1"
"1548665611-2313","https://matokeo.necta.go.tz/csee/csee.htm","S2952 MDANDO","https://matokeo.necta.go.tz/csee/results/s2952.htm","S2952/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S2952 MDANDO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 13;  DIV-0 = 6"
"1548677310-4929","https://matokeo.necta.go.tz/csee/csee.htm","P5150 CHASASA  CENTRE","https://matokeo.necta.go.tz/csee/results/p5150.htm","P5150/0001","F","-","IV","GEO - 'D'   PHY - 'D'   CHEM - 'C'   B/MATH - 'F'","P5150 CHASASA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 16;  DIV-0 = 14"
"1548656516-108","https://matokeo.necta.go.tz/csee/csee.htm","S5374 AMIN ISLAMIC","https://matokeo.necta.go.tz/csee/results/s5374.htm","S5374/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'C'   ARABIC LANGUAGE - 'B'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S5374 AMIN ISLAMIC SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 6;  DIV-III = 6;  DIV-IV = 6;  DIV-0 = 0"
"1548668485-2964","https://matokeo.necta.go.tz/csee/csee.htm","S2269 BUSANGUMUGU","https://matokeo.necta.go.tz/csee/results/s2269.htm","S2269/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2269 BUSANGUMUGU SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 2;  DIV-III = 9;  DIV-IV = 40;  DIV-0 = 62"
"1548656715-185","https://matokeo.necta.go.tz/csee/csee.htm","S5284 ACT BUNDA GIRLS","https://matokeo.necta.go.tz/csee/results/s5284.htm","S5284/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   B/KNOWL - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S5284 ACT BUNDA GIRLS SECONDARY SCHOOL","DIV-I = 7;  DIV-II = 35;  DIV-III = 34;  DIV-IV = 6;  DIV-0 = 0"
"1548668116-2871","https://matokeo.necta.go.tz/csee/csee.htm","S2368 MAGINDU","https://matokeo.necta.go.tz/csee/results/s2368.htm","S2368/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2368 MAGINDU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 4;  DIV-IV = 38;  DIV-0 = 20"
